dep,moyenne,d1,d9,min,max,gini,facility
26,8.798914909605621,2.31,15.3,1,64.12,0.3353158173957791,inegalites-france-services
27,7.511579362437588,1.81,13.53,1,27.16,0.34202782644825885,inegalites-france-services
28,10.236326728534795,2.2,17.5,1,38.54,0.3130000048025658,inegalites-france-services
29,9.660114177564205,2.59,17.58,1,78.96,0.3422047040078413,inegalites-france-services
2A,8.879960816563468,2.23,20.2,1,59.39,0.4423691716503937,inegalites-france-services
2B,8.671754790228007,1.71,17.74,1,61.19,0.42763791451238675,inegalites-france-services
30,9.426067435268989,2.44,17.67,1,48.57,0.3533635983109407,inegalites-france-services
31,9.788425722303407,3.65,16.82,1,44.66,0.28792783198265803,inegalites-france-services
32,8.263451994319245,1.55,15.94,1,32.74,0.38056562016821377,inegalites-france-services
33,9.007049426621371,2.97,16.35,1,188.17,0.32420996586896217,inegalites-france-services
34,7.128175032642005,2.14,12.83,1,61.19,0.32390395843305475,inegalites-france-services
35,9.123195300993775,2.87,15.15,1,27.15,0.2841246492273483,inegalites-france-services
36,6.952889124633103,1.34,14.55,1,26.3,0.4160324179613769,inegalites-france-services
37,6.927014262706821,1.71,13.49,1,40.98,0.36657154728593105,inegalites-france-services
38,11.259494496298785,3.28,20.15,1,53.59,0.3214423412499405,inegalites-france-services
39,7.417112585025971,1.77,13.68,1,32.06,0.3466194939158578,inegalites-france-services
40,13.075738444820091,3.36,23.3,1,41.83,0.3249221017854923,inegalites-france-services
41,7.927460211235969,2.18,14.8,1,41.64,0.3409460083138449,inegalites-france-services
42,8.285933943849438,2.47,15.23,1,39.32,0.33625356975401366,inegalites-france-services
43,11.044583103431261,2.23,18.17,1,37.94,0.30511530091127737,inegalites-france-services
44,9.236152810895003,2.79,16.39,1,39.67,0.31912525233504235,inegalites-france-services
45,8.800830170167472,2.77,15.44,1,35.88,0.3058009797974382,inegalites-france-services
46,9.04305869123042,2.13,15.79,1,39.24,0.31962143110535207,inegalites-france-services
47,7.6772409209738885,1.93,15.17,1,48.24,0.36465944394108396,inegalites-france-services
48,8.888230796764264,1.27,20.05,1,43.14,0.4558776545487152,inegalites-france-services
49,11.699557322014083,3.4,17.74,1,44.51,0.24672209599098646,inegalites-france-services
50,9.237244548433921,2.46,14.99,1,26.4,0.2836729382431815,inegalites-france-services
51,12.133295322119562,3.14,18.08,1,46.85,0.2545122405696542,inegalites-france-services
52,13.489917784929261,2.46,26.75,1,39.52,0.3766721791160775,inegalites-france-services
53,9.683238567459798,2.68,16.95,1,36.78,0.3147856992024281,inegalites-france-services
54,9.220938917032798,2.56,16.79,1,40.13,0.32098628354085007,inegalites-france-services
55,8.157677649952305,1.44,16.47,1,34.02,0.3942504572707327,inegalites-france-services
56,10.88128443833597,2.92,18.45,1,39.03,0.3077831873581352,inegalites-france-services
57,8.409942025591022,2.77,15.17,1,41.99,0.326087771694343,inegalites-france-services
58,7.1180373769035725,1.3,14.8,1,29.27,0.402994616302011,inegalites-france-services
59,7.269029154181376,2.6,13.17,1,27.92,0.30547044607133,inegalites-france-services
60,7.7134401797610606,1.81,14.28,1,23.9,0.34472415731106615,inegalites-france-services
61,7.395255710753596,1.7,14.29,1,35.53,0.36120450427632883,inegalites-france-services
62,6.981108301621922,2.16,12.19,1,29.88,0.309608492734517,inegalites-france-services
63,8.931880692276243,2.32,15.9,1,42.89,0.32899640258863455,inegalites-france-services
64,8.867037210426398,2.2,17.86,1,50.68,0.3892311125058677,inegalites-france-services
65,6.7124931723376795,1.69,13.37,1,38.82,0.36887791946464166,inegalites-france-services
66,6.440940794339926,1.68,11.54,1,52.86,0.34865124941915454,inegalites-france-services
67,8.094431442917143,2.61,14.74,1,31.82,0.317506886186671,inegalites-france-services
68,7.371410854540381,1.97,13.82,1,48.02,0.36277296157351985,inegalites-france-services
69,6.656230245425442,2.23,11.57,1,30.77,0.3031199161687997,inegalites-france-services
70,9.420030868363193,2.86,15.09,1,31.76,0.27698046845963176,inegalites-france-services
71,7.53313693936681,1.97,14.08,1,38.83,0.3526937304705647,inegalites-france-services
72,8.801446266170219,2.41,16.23,1,45.56,0.33142100995391455,inegalites-france-services
73,8.879228306588352,2.17,14.95,1,44.31,0.3203948474625239,inegalites-france-services
74,10.545727303506407,2.93,17.98,1,41.58,0.31129358019659714,inegalites-france-services
75,5.607621425989072,2.74,8.44,1,13.22,0.22095630880826045,inegalites-france-services
76,8.638816229694644,2.81,15.68,1,50.48,0.32465507925053416,inegalites-france-services
77,6.946124319339729,2.3,12.62,1,32.16,0.31933810510811744,inegalites-france-services
78,7.111146956487045,2.48,11.85,1,32.87,0.28895074106343854,inegalites-france-services
79,8.256106874599562,2.03,15.49,1,32.06,0.3441414930375733,inegalites-france-services
80,9.295912288295069,2.22,17.41,1,31.23,0.3577691294143704,inegalites-france-services
81,8.14143082610288,2.16,14.71,1,79.9,0.34137853613929525,inegalites-france-services
82,8.216061966064329,2.03,15.85,1,38.91,0.3608180308255828,inegalites-france-services
83,9.760882517728641,2.55,20.48,1,50.59,0.3884802542017323,inegalites-france-services
84,7.070118811346727,2.17,12.28,1,50.45,0.31147223925555423,inegalites-france-services
85,11.992467649837137,3.4,19.5,1,66.56,0.27744362003689355,inegalites-france-services
86,9.824799817792332,2.73,17.37,1,50.71,0.3344839534007137,inegalites-france-services
87,10.282568406872931,3.47,15.69,1,27.2,0.24385109442523228,inegalites-france-services
88,7.743324454293252,1.89,14.74,1,36.85,0.36750031751453993,inegalites-france-services
89,8.031935047069794,1.69,15.68,1,47.9,0.372483647840987,inegalites-france-services
90,8.699559419298728,3.29,15.01,1,24.34,0.28135761105263296,inegalites-france-services
91,5.931321037416473,2.06,10.64,1,30.12,0.31502884232221834,inegalites-france-services
92,6.188118560641572,2.47,10.22,1,15.09,0.26946888500302657,inegalites-france-services
93,3.8248969607302272,1.62,6.26,1,12.16,0.2561129442799546,inegalites-france-services
94,4.453282944590765,2.14,6.75,1,13.69,0.22699884557609817,inegalites-france-services
95,5.430363500528529,1.72,9.57,1,20.75,0.31970963194086677,inegalites-france-services
972,8.38324160135329,2.44,16.43,1,35.82,0.35405413157702476,inegalites-france-services
974,9.646691661591555,3.33,16.32,1,61.79,0.29955770696453743,inegalites-france-services
FR,14.68955768729725,3.72,30.58,1,230.7,0.40715114710720574,maternite
01,17.855494949269847,5.96,29.38,1,60.81,0.277664724644943,maternite
02,15.561303140546112,3.7,28.92,1,53.19,0.3616038456123491,maternite
03,16.469795252289416,3.36,34.56,1,64.08,0.4118698024441361,maternite
04,24.982759703587632,5.2,51.38,1,115.92,0.41299446433883835,maternite
05,20.35086586627565,2.92,43.59,1,74.47,0.45206327982912037,maternite
06,12.761193742936605,4.2,27.5,1,230.7,0.408994913234344,maternite
07,21.66975494834288,4.74,40.53,1,77.61,0.35504995263716793,maternite
08,22.628586527953164,5.12,47.6,1,72.06,0.4076705266949673,maternite
09,20.22279206314284,7.15,35.93,1,93.75,0.32379691605543837,maternite
10,16.64361987814087,2.71,40.75,1,63.5,0.4727937286001591,maternite
11,22.097287696282137,5.81,40.16,1,98.42,0.3503969560262219,maternite
12,22.0553625414491,4.76,43.29,1,78.88,0.38745909663309874,maternite
13,9.419389999735754,2.94,18.09,1,65.09,0.35363749234802855,maternite
14,15.769033976347789,3.79,29.8,1,43.07,0.34757892760090087,maternite
15,24.147182065356795,5.53,49.32,1,72.56,0.38062821753873566,maternite
16,18.72157339124715,5.44,37.65,1,68.24,0.3747645537105356,maternite
17,22.08749401049721,6.16,40.1,1,70.87,0.3408342668202632,maternite
18,17.058222984257966,4.03,36.17,1,59.04,0.39821301122869535,maternite
19,18.30619532350124,3.81,39.08,1,66.36,0.4049241751505865,maternite
21,16.76100265580311,5.88,31.73,1,74.85,0.35615491547488204,maternite
22,19.74142641065289,6.21,34.78,1,52.79,0.30907427960614203,maternite
23,28.301891797748688,4.06,47.36,1,72.71,0.30657348953439334,maternite
24,24.247392778811005,4.79,43.84,1,65.61,0.342333370151816,maternite
25,21.277895318055194,6.8,39.64,1,71.78,0.3393035092189529,maternite
26,19.016334107328166,5.01,35.56,1,95.75,0.39961766153218964,maternite
27,20.820980975547304,7.42,33.31,1,52.97,0.260399811067689,maternite
28,20.841665249899027,5.81,39.91,1,65.63,0.3615431469535175,maternite
29,18.701954523813285,4.95,31.97,1,71.82,0.33986081255433304,maternite
2A,19.232284571723426,2.89,56.03,1,123.35,0.5317492226782836,maternite
2B,36.298812478443054,2.81,82.52,1,144.47,0.49146924227767974,maternite
30,16.294321101419907,4.93,29.18,1,73.61,0.3187173879973364,maternite
31,14.12072168356518,5.07,26.89,1,75.7,0.333662207494262,maternite
32,33.281770777140466,7.69,51.18,1,72.22,0.25760810756211494,maternite
33,13.576696586010586,4.48,25.63,1,55.32,0.34383836467073603,maternite
34,15.35074915300588,3.77,28.92,1,80.26,0.3734584791989973,maternite
35,15.174098606701275,4.39,28.23,1,49.34,0.33649134233818584,maternite
36,25.334251911193146,3.64,47.49,1,70.49,0.36615848125209194,maternite
37,17.418223818922126,5.25,34.56,1,66.24,0.36544165147351065,maternite
38,15.669324907591976,3.86,29.4,1,98.71,0.38082254324127274,maternite
39,23.666638449473094,4.51,44.61,1,70.24,0.3728094193058091,maternite
40,24.196622772277227,5.69,42.97,1,71.39,0.3264674660002539,maternite
41,18.327763092261602,4.79,35.14,1,64.86,0.35885772969135454,maternite
42,12.723420627056914,3.37,27.05,1,56.49,0.39751232721102336,maternite
43,22.73206512621063,6.18,41.4,1,65.79,0.31291822032003463,maternite
44,15.825495354084023,4.61,30.48,1,43.78,0.3511084811011273,maternite
45,17.12762587684169,5.98,32.28,1,52.51,0.3328900160977614,maternite
46,33.83280619173738,7.74,56.61800000000017,1,81.74,0.28737441272358344,maternite
47,18.875891114680776,5.56,33.86,1,73.41,0.3304993499434075,maternite
48,30.62986112105376,4.55,52.02,1,96.5,0.311144282931761,maternite
49,16.61545293626735,4.72,29.69,1,55.37,0.3339703545901548,maternite
50,20.637929145061207,4.76,37.16,1,54.72,0.33036969110080416,maternite
51,15.721496443743712,4.63,30.65,1,57.99,0.36030434787239235,maternite
52,25.53694614123505,5.93,47.57,1,66.87,0.35594923582426863,maternite
53,16.118381388130246,3.51,30.15,1,46.68,0.3599656065925279,maternite
54,13.339854555276482,4.13,25.93,1,46.78,0.350270108122667,maternite
55,25.69304087988875,5.53,40.75,1,51.3,0.25734668692672374,maternite
56,17.88284477139774,5.74,30.18,1,49.27,0.29489365869427275,maternite
57,14.095049364297825,5.01,24.94,1,58.1,0.3117978036962899,maternite
58,31.162472049946036,8.38,56.21,1,81.1,0.3377254561789042,maternite
59,9.42217188975523,3.12,18.04,1,34.35,0.3395184278775304,maternite
60,18.87788392656296,7.15,30.16,1,53.63,0.25367185025092887,maternite
