dep,moyenne,d1,d9,min,max,gini,facility
61,19.013003744694384,3.23,38.37,1,62.25,0.41283306057086183,maternite
62,13.093517810719504,5.39,22.39,1,49.8,0.2901281072183429,maternite
63,17.36784817839206,5.02,35.06,1,71.68,0.38156491660916453,maternite
64,19.111289376766017,6.15,35.69,1,101.66,0.35605593804058416,maternite
65,19.946314044407863,3.91,38.91,1,82.43,0.3934808421998027,maternite
66,16.984112665487483,4.07,33.14,1,105.15,0.44309012997424474,maternite
67,13.960933172534839,3.67,25.89,1,61.53,0.37092033967062854,maternite
68,15.164659495148998,3.32,28.39,1,61.96,0.3693038153405246,maternite
69,10.361770051494187,3.5,20.86,1,56.54,0.3903141624445917,maternite
70,27.509735071946363,7.84,44.12,1.64,70.87,0.2598672202658728,maternite
71,18.17123757663671,4.01,34.68,1,59.66,0.3581120006271004,maternite
72,17.933801360073556,5.05,36.51,1,64.29,0.3674953117793443,maternite
73,15.668554248751745,3.21,29.98,1,77.56,0.38373736169598055,maternite
74,13.43393139479709,3.92,25.33,1,58.83,0.36157163790564784,maternite
75,4.3889275979045905,2.22,6.86,1,16.39,0.23170029452706928,maternite
76,14.369709690201372,4.14,31.48,1,54.97,0.3891822749727697,maternite
77,12.024162717843605,5.05,20.05,1,52.93,0.27419787393082634,maternite
78,9.34269504609674,3.37,15.87,1,40.02,0.29721687731247415,maternite
79,23.13577790803877,6.83,38.85,1,65.3,0.2977693871201849,maternite
80,19.250306379375235,4.72,33.69,1,46.46,0.328422985535922,maternite
81,17.940509921507974,5.13,30.99,1,132,0.3250554206035807,maternite
82,20.701627337506398,3.48,37.69,1,58.33,0.3415074126254007,maternite
83,12.877704888871978,3.07,24.99,1,58.92,0.3715758859798226,maternite
84,12.509348705814613,3.23,25.96,1,69.78,0.398595361732599,maternite
85,20.762323955691627,5.19,35.25,1,65.85,0.30515038741771267,maternite
86,20.9644024819639,5.52,42.14,1,72.15,0.376322683940699,maternite
87,18.357280491824422,4.36,40.45,1,71.24,0.40702647635203154,maternite
88,19.119808071047434,4.94,34.21,1,66.78,0.3332403585058204,maternite
89,22.952215126960727,5.14,41.59,1,67.97,0.338223945996077,maternite
90,17.543406825395646,10.9,26.42,2.17,49.27,0.19370255513599008,maternite
91,9.16295914527283,3.53,14.42,1,33.13,0.268845212512595,maternite
92,5.247134055684504,2.6,7.92,1,16.26,0.22028954412799623,maternite
93,4.670987392798034,2.33,7.41,1,11.77,0.22897202059848967,maternite
94,6.461157433754943,3.26,10.5,1,19.65,0.24503169631908334,maternite
95,8.485851900716098,3.99,13.56,1,32.16,0.25532565969660764,maternite
972,17.72109754252958,4.24,35.68,1,66.7,0.3820205882625927,maternite
974,13.310786907596057,3.3,26.05,1,74.86,0.38193662518872573,maternite
FR,12.626925276279925,3.4,25.78,1,227.9,0.39367837944051276,urgences
01,17.20029615138501,5.32,29.58,1,53.34,0.29825558490363385,urgences
02,13.83409816228266,3.45,25.36,1,42.23,0.3558302442210396,urgences
03,16.414988172251395,3.36,34.35,1,59.81,0.4107784078783906,urgences
04,20.59261887506937,4.46,47.74,1,99.57,0.43546600180755507,urgences
05,14.780586225632858,2.54,30.82,1,68.77,0.4459148596800442,urgences
06,9.740497803701173,2.5,17.73,1,227.9,0.4464963677158539,urgences
07,19.011088092011047,4.14,38.68,1,77.61,0.3838358524974736,urgences
08,13.838453105027591,3.66,25.56,1,49.29,0.3477763455602004,urgences
09,16.770220903690667,5.71,31.76,1,72.79,0.3434672795527255,urgences
10,14.98950573606844,3.37,32.05,1,49.89,0.39780313133577877,urgences
11,14.628835338048187,3.3,27.34,1,73.01,0.3638157046549785,urgences
12,18.923862979761406,4.33,40.93,1,78.03,0.4128811261870523,urgences
13,8.35220916240317,2.54,17.08,1,88.81,0.3845318746117308,urgences
14,12.717084011621292,3.28,24.23,1,37.81,0.34853476105090153,urgences
15,19.0836576499989,4.76,35.52,1,71.71,0.3559726540325609,urgences
16,15.650121121260515,4.68,29.27,1,57.02,0.3451668103040079,urgences
17,14.73015242649876,4.64,26.32,1,60.21,0.32537061635756737,urgences
18,16.307823405047426,4.57,31.33,1,61.71,0.35542517260066603,urgences
19,17.069930298361857,3.81,32.55,1,62.48,0.3781645054869497,urgences
21,15.357080359074194,5.85,28.28,1,56.6,0.318828299191288,urgences
22,16.85322552740873,5.41,29.79,1,52.32,0.3109779863381365,urgences
23,22.877149286840464,3.7,38.87,1,58.26,0.31571971369722207,urgences
24,21.826122619123964,3.75,40.72,1,61.07,0.35957627292311395,urgences
25,21.39883143767411,6.89,39.55,1,71.78,0.3359940658098886,urgences
26,13.514550711902954,4.59,25.49,1,66.33,0.3452019072765565,urgences
27,14.303993854820126,3.22,24.88,1,42.11,0.32732634213884754,urgences
28,14.417607807407268,3.72,26,1,46.71,0.3454275051040808,urgences
29,14.603465116646396,3.95,27.43,1,76.59,0.37423949571341825,urgences
2A,14.674658394607842,2.87,33.05,1,93.4,0.48636957892723454,urgences
2B,20.219819765607227,4.81,41.33,1,78.49,0.3896075922753053,urgences
30,14.611524612161626,4.15,25.57,1,70.27,0.3252411273471078,urgences
31,12.99513906618031,4.77,25,1,76.83,0.3363566150462392,urgences
32,24.69634604163685,5.89,40.58,1,58.12,0.2835675318865287,urgences
33,13.613725138377228,4.02,25.09,1,189.85,0.38342982574160495,urgences
34,10.426070814159972,3.33,18.98,1,69.04,0.3478669278840505,urgences
35,14.800225993460046,4.11,27.72,1,47.23,0.346133338845386,urgences
36,19.269417484503517,3.27,38.94,1,56.02,0.4046390204710238,urgences
37,13.03196823336774,4.4,25.84,1,52.95,0.35613902470328235,urgences
38,13.579640016507842,3.67,26.82,1,66.43,0.37312639610910403,urgences
39,15.464220637960796,3.66,29.45,1,46.17,0.3600863071457283,urgences
40,17.307317290509538,4.83,29.36,1,59.27,0.30105404805338304,urgences
41,17.447131336227063,5.35,31.83,1,56.88,0.3279521504480622,urgences
42,11.199953117870825,2.99,22.48,1,54.28,0.3835070395603322,urgences
43,20.03366210451236,4.84,37.09,1,65.79,0.33450871770042717,urgences
44,17.568421657417606,5.66,30.92,1,46.13,0.30930286348764835,urgences
45,15.599566337152348,5.83,28.34,1,48.36,0.3085531798514708,urgences
46,18.026454191835708,2.88,32.84800000000018,1,50.44,0.3468637846958124,urgences
47,15.373353963904375,4.26,28.13,1,53.92,0.34246928029742274,urgences
48,29.475812871358006,3.56,51.27,1,96.36,0.32712398793524566,urgences
49,16.59806990277043,4.72,29.76,1,48.89,0.3336028986432814,urgences
50,13.757440590985539,3.97,25.45,1,40.18,0.3343432255280985,urgences
51,11.212250510881828,3.05,24.05,1,38.74,0.39279309812745167,urgences
52,19.068523529054588,5.2,35.76,1,56.38,0.3532891394017796,urgences
53,15.89794803833634,3.51,29.65,1,46.68,0.35704194368821357,urgences
54,11.413562514954766,3.88,22.41,1,46.78,0.34918050164806935,urgences
55,21.266442978473986,4.71,37.5,1,49.44,0.3204237383252262,urgences
56,16.457090103734803,5.26,28.68,1,48.21,0.3058659578705482,urgences
57,12.9087812644796,4.11,22.53,1,51.3,0.31927942183019153,urgences
58,17.490727450180483,4.57,33.23,1,53.4,0.346562312311402,urgences
59,9.704463121465006,3.32,18.42,1,34.63,0.331229984068003,urgences
60,15.026619036083225,4.79,25.84,1,54.66,0.30419048176553265,urgences
61,11.776198548315644,2.81,22.08,1,44.19,0.3588402685602239,urgences
62,11.98715971806497,4.53,21.98,1,47.24,0.320708565452918,urgences
63,14.33663274964882,3.95,29.05,1,66.5,0.3836432353908891,urgences
64,13.342142764858863,3.32,27.22,1,82.91,0.3918029018069695,urgences
65,13.392286845994127,3.72,28.72,1,74.68,0.39227517557444747,urgences
66,12.380572310660877,2.77,22.65,1,80.61,0.41081257470722243,urgences
67,13.998746592762608,3.99,25.82,1,61.53,0.3622428562452117,urgences
68,11.58363922687409,2.97,23.45,1,55.06,0.38666630957945775,urgences
69,9.016659738542023,3.03,18.26,1,56.1,0.38109465312910695,urgences
70,16.578340945207568,4.71,29.29,1,62.93,0.3263668246437722,urgences
71,16.643247791087287,3.65,33.92,1,54.81,0.38925942604006486,urgences
72,13.692087430699063,4.15,24.94,1,50.62,0.3343871360572157,urgences
73,10.795344616811398,2.4,23.07,1,77.75,0.4216970161697236,urgences
74,12.865532820568975,3.6,24.3,1,58.83,0.369742864436427,urgences
75,4.595597361075671,2.4,6.91,1,16.39,0.223816839904532,urgences
76,12.969082052038742,3.1,28.84,1,57.08,0.41932761458992074,urgences
77,11.046241663662258,4.17,18.67,1,42.57,0.2925166644001282,urgences
78,8.634484839187662,3.14,15,1,33.77,0.30236441433330796,urgences
79,17.775156781220605,5.3,31.2,1,49.25,0.3132933448346862,urgences
80,15.544882668423034,4.12,27.01,1,43.84,0.3259192798506275,urgences
81,16.862981722081845,4.43,29.63,1,108.84,0.3409191227438846,urgences
82,16.152015904885634,2.96,29.85,1,58.99,0.35858632661122036,urgences
83,11.896053278669031,3.33,24.87,1,58.64,0.3956352859120041,urgences
84,11.045647236642045,3.27,18.7,1,55.59,0.3124995884172486,urgences
85,17.50399100926084,4.61,29.68,1,49.86,0.31316805142550436,urgences
86,16.88779267722158,5.47,29.64,1,52.49,0.3161232907046771,urgences
87,15.766179762399506,4.084000000000015,33.62,1,64.76,0.3976869086024182,urgences
88,15.905102368720087,4.32,28.47,1,53.25,0.32389432278238367,urgences
89,16.115200481315185,3.92,29.66,1,52.94,0.3404780935094636,urgences
90,17.482315817642554,10.9,26.08,2.17,49.27,0.1915525537470099,urgences
91,8.01777999374863,3.07,13.54,1,31.8,0.29374819147221615,urgences
92,4.944044220676794,2.27,7.64,1,16.29,0.23355154183563867,urgences
93,4.901662953257436,2.4,7.86,1,12.24,0.2335059554728241,urgences
94,5.682681367856203,2.68,8.85,1,16.65,0.23920582201585214,urgences
95,8.255663172284436,3.63,13.48,1,25.12,0.26129744617237716,urgences
972,17.3078835996802,4.73,35.09,1,71.04,0.37334443414987917,urgences
974,16.23101361514044,7.12,26.25,1,87.98,0.2802219514513659,urgences
